id,ordenes,f_primera_compra,f_ultima_compra,precio_total,min_compra,max_compra,prom_compra,categ_0,categ_1,categ_2,categ_3,categ_4
15593,1,1.31738316E9,1.31738316E9,199.8,199.8,199.8,199.8,0.0,19.8,0.0,169.8,10.2
12842,2,1.29682296E9,1.31739678E9,1118.99,310.73,808.26,559.5,172.22,132.3,0.0,773.04,41.43
15258,2,1.30469136E9,1.3089186E9,623.16,307.5,315.66,311.58,120.9,226.21,19.8,227.7,28.55
13973,1,1.29864726E9,1.29864726E9,264.7,264.7,264.7,264.7,108.05,55.5,0.0,101.15,0.0
17330,2,1.31764116E9,1.32152016E9,363.9,99.0,264.9,181.95,203.4,0.0,0.0,160.5,0.0
17394,1,1.30451532E9,1.30451532E9,203.87,203.87,203.87,203.87,29.7,0.0,0.0,174.17,0.0
13161,1,1.29639618E9,1.29639618E9,112.75,112.75,112.75,112.75,0.0,29.15,0.0,83.6,0.0
12492,2,1.31437026E9,1.3180005E9,263.21,126.39,136.82,131.61,33.69,70.24,17.7,72.28,69.3
15160,1,1.2925953E9,1.2925953E9,158.16,158.16,158.16,158.16,106.2,0.0,0.0,26.76,25.2
13094,12,1.29163164E9,1.32162522E9,1927.32,76.32,228.96,160.61,0.0,0.0,0.0,1927.32,0.0
14849,25,1.29120612E9,1.32161388E9,7930.54,10.08,813.89,317.22,2028.69,1924.64,266.04,3585.47,125.7
17255,2,1.29761028E9,1.31997708E9,291.48,108.26,183.22,145.74,59.3,95.01,39.75,62.42,35.0
17958,1,1.31341074E9,1.31341074E9,508.46,508.46,508.46,508.46,0.0,489.3,0.0,19.16,0.0
15907,3,1.30529166E9,1.32317406E9,882.72,223.07,405.13,294.24,231.04,191.51,17.43,395.04,47.7
15101,2,1.29241764E9,1.32273468E9,317.53,102.28,215.25,158.77,49.0,30.6,0.0,179.4,58.53
15808,4,1.2915543E9,1.29700278E9,3651.27,733.92,1228.4,912.82,1080.9,927.08,97.2,1133.64,412.45
17092,4,1.29950946E9,1.31914026E9,1774.03,134.9,788.11,443.51,381.5,442.21,0.0,803.32,147.0
14936,8,1.29967158E9,1.3205754E9,8137.02,33.0,2060.03,1017.13,1688.43,2406.25,46.5,3678.09,317.75
17854,2,1.30383678E9,1.30746366E9,311.26,111.76,199.5,155.63,66.21,214.35,6.5,24.2,0.0
12612,1,1.3170513E9,1.3170513E9,704.04,704.04,704.04,704.04,65.7,130.14,0.0,469.2,39.0
12656,5,1.3032912E9,1.32196932E9,4051.17,541.2,1161.07,810.23,693.5,1592.34,49.8,1484.98,230.55
16988,1,1.32301452E9,1.32301452E9,126.12,126.12,126.12,126.12,52.8,12.75,0.0,48.07,12.5
13658,5,1.3058253E9,1.32264798E9,2639.17,107.6,1009.27,527.83,468.18,792.62,15.0,1232.57,130.8
16921,1,1.31817732E9,1.31817732E9,154.18,154.18,154.18,154.18,49.2,37.14,2.48,46.5,18.86
14383,3,1.30934268E9,1.32016278E9,1247.69,242.09,675.72,415.9,375.99,224.03,9.36,549.55,88.76
17064,3,1.2951942E9,1.31841468E9,855.45,143.95,398.05,285.15,213.35,267.62,0.0,283.63,90.85
12430,1,1.31972814E9,1.31972814E9,256.4,256.4,256.4,256.4,27.36,104.88,0.0,124.16,0.0
14139,1,1.31946324E9,1.31946324E9,415.82,415.82,415.82,415.82,98.34,28.92,25.2,253.16,10.2
17928,2,1.30219938E9,1.31955072E9,212.54,78.26,134.28,106.27,11.3,22.53,0.0,103.56,75.15
16211,1,1.31582946E9,1.31582946E9,547.02,547.02,547.02,547.02,103.65,283.65,39.6,120.12,0.0
16526,1,1.30865772E9,1.30865772E9,290.36,290.36,290.36,290.36,43.1,41.2,0.0,101.84,104.22
17538,1,1.32127272E9,1.32127272E9,98.42,98.42,98.42,98.42,0.0,16.6,0.0,81.82,0.0
17758,8,1.30184412E9,1.3218003E9,3408.2,10.5,673.21,426.03,1136.08,801.16,104.31,1218.7,147.95
14401,13,1.29240402E9,1.3230918E9,4051.48,227.92,428.44,311.65,994.84,776.32,94.08,1622.1,564.14
13873,3,1.29672582E9,1.31314368E9,389.6,108.95,159.2,129.87,53.06,158.47,19.8,158.27,0.0
18260,6,1.29252378E9,1.30857342E9,2628.35,230.7,557.07,438.06,1038.02,439.75,30.24,979.54,140.8
15839,3,1.3106613E9,1.32058764E9,1048.49,258.13,491.18,349.5,172.06,343.59,27.04,363.44,142.36
16145,11,1.29240414E9,1.32273558E9,3799.49,302.78,490.17,345.41,456.45,1145.08,95.46,1732.69,369.81
16796,1,1.31574966E9,1.31574966E9,305.62,305.62,305.62,305.62,123.78,57.5,49.8,56.84,17.7
16842,3,1.29734946E9,1.31478732E9,1264.19,346.38,520.57,421.4,270.67,365.0,0.0,586.48,42.04
16186,12,1.2913008E9,1.32153378E9,4006.94,59.7,666.21,333.91,466.28,1086.22,148.2,1942.44,363.8
14235,5,1.30097298E9,1.31696142E9,3144.86,342.0,1088.5,628.97,546.33,896.74,39.96,1562.23,99.6
16754,1,1.29131148E9,1.29131148E9,2002.4,2002.4,2002.4,2002.4,0.0,518.4,0.0,0.0,1484.0
17593,5,1.29301374E9,1.3231674E9,3923.86,662.9,985.62,784.77,772.45,1111.47,100.12,1607.7,332.12
13657,2,1.3060677E9,1.32256992E9,382.14,152.34,229.8,191.07,151.2,22.8,6.3,182.04,19.8
13369,1,1.2918942E9,1.2918942E9,308.28,308.28,308.28,308.28,45.0,76.8,0.0,186.48,0.0
13506,2,1.2915513E9,1.29613638E9,458.52,157.4,301.12,229.26,160.05,85.32,0.0,170.65,42.5
17124,1,1.30745532E9,1.30745532E9,294.24,294.24,294.24,294.24,82.35,78.66,0.0,85.99,47.24
14485,1,1.3201503E9,1.3201503E9,162.8,162.8,162.8,162.8,19.43,47.04,0.0,86.36,9.97
14354,2,1.32085296E9,1.32299832E9,163.62,75.84,87.78,81.81,37.44,56.28,18.96,40.74,10.2
15990,2,1.2986481E9,1.31964468E9,792.11,390.74,401.37,396.06,75.3,360.7,0.0,202.66,153.45
13841,1,1.3016598E9,1.3016598E9,85.0,85.0,85.0,85.0,0.0,0.0,0.0,85.0,0.0
14477,4,1.29778464E9,1.32178746E9,1309.6,165.0,441.2,327.4,0.0,0.0,0.0,965.6,344.0
12729,1,1.3136676E9,1.3136676E9,453.01,453.01,453.01,453.01,136.58,120.3,0.0,111.03,85.1
12438,2,1.31134134E9,1.32222768E9,2906.85,890.07,2016.78,1453.43,889.04,753.84,134.26,902.57,227.14
17097,8,1.2919065E9,1.3232775E9,954.42,13.25,174.72,119.3,286.19,204.76,67.3,341.24,54.93
15658,5,1.29128718E9,1.30702812E9,1024.1,7.5,418.95,204.82,351.45,419.3,15.9,207.6,29.85
12444,5,1.3086648E9,1.32162258E9,5005.46,562.54,1870.2,1001.09,687.93,1782.35,134.76,2226.77,173.65
17228,8,1.2913056E9,1.32213024E9,1906.09,123.43,432.26,238.26,257.44,883.91,38.94,593.7,132.1
15125,15,1.30009674E9,1.32127902E9,11528.48,49.92,3840.88,768.57,1519.52,3496.64,526.4,5585.2,400.72
15679,4,1.30769424E9,1.32137394E9,781.28,46.62,474.4,195.32,140.47,234.83,19.98,315.4,70.6
17536,1,1.30814418E9,1.30814418E9,76.5,76.5,76.5,76.5,0.0,25.5,0.0,51.0,0.0
14705,1,1.30632714E9,1.30632714E9,179.0,179.0,179.0,179.0,0.0,0.0,0.0,0.0,179.0
15134,8,1.3026927E9,1.3222113E9,1387.99,110.1,282.69,173.5,343.78,283.65,48.24,613.02,99.3
14907,7,1.29171684E9,1.32318084E9,3501.1,17.4,971.13,500.16,1082.8,805.22,64.82,1415.76,132.5
14583,5,1.30571808E9,1.32300192E9,986.96,135.98,303.29,197.39,178.65,312.06,9.09,357.06,130.1
14290,5,1.29223584E9,1.32248892E9,2314.65,250.52,777.56,462.93,636.8,492.64,15.0,848.33,321.88
14338,2,1.306503E9,1.30952928E9,588.22,8.25,579.97,294.11,193.35,281.87,0.0,113.0,0.0
15894,2,1.29155796E9,1.3015794E9,258.25,106.81,151.44,129.13,8.4,84.84,0.0,165.01,0.0
17250,2,1.3008987E9,1.3231737E9,381.97,162.65,219.32,190.99,99.57,131.1,1.25,125.5,24.55
14641,1,1.32161292E9,1.32161292E9,110.46,110.46,110.46,110.46,25.2,39.6,0.0,27.96,17.7
13978,2,1.31955504E9,1.32222096E9,196.79,37.8,158.99,98.4,48.37,41.01,37.44,69.97,0.0
12354,1,1.30339146E9,1.30339146E9,1079.4,1079.4,1079.4,1079.4,238.18,178.95,10.08,520.66,131.53
13291,1,1.31003496E9,1.31003496E9,361.11,361.11,361.11,361.11,77.87,161.2,0.0,67.24,54.8
17923,1,1.2990789E9,1.2990789E9,207.5,207.5,207.5,207.5,207.5,0.0,0.0,0.0,0.0
14628,2,1.30253298E9,1.31558028E9,671.96,331.58,340.38,335.98,135.05,122.15,0.0,397.06,17.7
13366,1,1.31911782E9,1.31911782E9,56.16,56.16,56.16,56.16,0.0,0.0,0.0,56.16,0.0
14222,1,1.30815612E9,1.30815612E9,683.17,683.17,683.17,683.17,124.98,174.49,27.04,299.76,56.9
13489,4,1.29802572E9,1.31436456E9,449.52,51.36,162.48,112.38,11.4,15.0,0.0,423.12,0.0
13813,4,1.31184918E9,1.32005748E9,1366.86,281.94,407.54,341.72,102.12,486.0,15.0,693.84,69.9
17613,14,1.2970776E9,1.32152706E9,4544.55,7.8,789.84,324.61,968.34,1011.38,133.72,2191.71,239.4
14149,1,1.30441584E9,1.30441584E9,446.62,446.62,446.62,446.62,137.17,121.56,0.0,142.29,45.6
15252,2,1.3076289E9,1.320327E9,740.78,300.55,440.23,370.39,246.28,236.8,0.0,242.7,15.0
15974,7,1.2985422E9,1.32006678E9,3442.15,147.95,769.24,491.74,919.34,1071.8,160.68,1070.99,219.34
15424,2,1.30149E9,1.30149012E9,383.34,189.84,193.5,191.67,19.8,184.38,0.0,119.16,60.0
14379,2,1.29795498E9,1.31964738E9,348.1,110.98,237.12,174.05,72.33,94.19,22.68,158.9,0.0
16450,1,1.31055762E9,1.31055762E9,311.92,311.92,311.92,311.92,40.56,74.5,40.56,156.3,0.0
12357,1,1.32059562E9,1.32059562E9,6207.67,6207.67,6207.67,6207.67,1179.06,1631.75,232.68,2707.58,456.6
13151,1,1.29794574E9,1.29794574E9,1257.87,1257.87,1257.87,1257.87,445.07,280.05,0.0,442.15,90.6
17025,3,1.2912183E9,1.31823756E9,357.77,17.85,196.8,119.26,111.8,17.85,0.0,198.12,30.0
14381,1,1.3189578E9,1.3189578E9,202.68,202.68,202.68,202.68,47.8,25.95,5.0,117.68,6.25
17254,2,1.32214374E9,1.32308916E9,271.19,102.13,169.06,135.6,38.44,117.0,15.85,87.65,12.25
13085,2,1.29795102E9,1.30986786E9,416.08,137.98,278.1,208.04,97.8,101.5,0.0,216.78,0.0
15417,1,1.31610036E9,1.31610036E9,508.8,508.8,508.8,508.8,37.3,216.1,0.0,218.1,37.3
17472,3,1.297608E9,1.30694022E9,697.54,189.56,259.27,232.51,173.56,201.69,17.34,201.05,103.9
14280,1,1.30649262E9,1.30649262E9,134.04,134.04,134.04,134.04,0.0,17.85,0.0,85.44,30.75
12688,1,1.31365734E9,1.31365734E9,4873.81,4873.81,4873.81,4873.81,775.95,1396.65,88.52,2037.03,575.66
12976,1,1.3051941E9,1.3051941E9,738.6,738.6,738.6,738.6,24.84,627.9,0.0,52.86,33.0
14700,3,1.30287336E9,1.3206768E9,2195.1,654.0,819.55,731.7,232.35,1232.74,22.9,671.86,35.25
12883,4,1.31575428E9,1.32134952E9,703.47,32.55,291.63,175.87,196.14,178.25,36.3,248.33,44.45
17564,3,1.3165272E9,1.32136362E9,454.01,119.12,210.55,151.34,251.75,63.8,0.0,118.71,19.75
14329,7,1.29501252E9,1.321977E9,4975.24,16.5,1547.58,710.75,857.29,1465.96,136.74,2152.56,362.69
15394,4,1.29250356E9,1.32265374E9,2183.54,329.4,848.78,545.89,502.4,410.47,18.96,1190.31,61.4
14976,7,1.29526254E9,1.31852382E9,790.86,6.5,209.4,112.98,360.65,189.2,7.5,111.06,122.45
14853,2,1.30521342E9,1.32137616E9,475.8,214.5,261.3,237.9,52.6,386.4,0.0,36.8,0.0
15206,4,1.29966114E9,1.32257406E9,420.3,17.7,183.6,105.08,420.3,0.0,0.0,0.0,0.0
15393,2,1.29917148E9,1.32206688E9,231.86,107.76,124.1,115.93,68.96,16.8,0.0,95.7,50.4
14489,1,1.30555746E9,1.30555746E9,463.38,463.38,463.38,463.38,25.2,143.0,0.0,226.63,68.55
13752,6,1.30217784E9,1.31272656E9,1175.38,90.6,298.99,195.9,324.83,110.15,19.8,666.4,54.2
15533,3,1.31575566E9,1.3218033E9,807.57,105.08,449.66,269.19,123.54,319.67,29.8,285.71,48.85
15670,1,1.2978534E9,1.2978534E9,173.05,173.05,173.05,173.05,37.65,30.0,0.0,41.4,64.0
15236,1,1.29768072E9,1.29768072E9,321.05,321.05,321.05,321.05,27.6,96.95,34.8,151.2,10.5
13522,1,1.32085146E9,1.32085146E9,125.8,125.8,125.8,125.8,69.7,0.0,0.0,56.1,0.0
12545,2,1.30105464E9,1.31695794E9,1000.39,372.24,628.15,500.19,52.8,445.69,16.5,427.8,57.6
18273,3,1.30122492E9,1.32326376E9,204.0,51.0,102.0,68.0,0.0,204.0,0.0,0.0,0.0
12834,1,1.29905934E9,1.29905934E9,312.38,312.38,312.38,312.38,178.18,27.8,15.9,90.5,0.0
16380,1,1.3181748E9,1.3181748E9,1743.15,1743.15,1743.15,1743.15,0.0,9.3,28.08,1525.72,180.05
14184,1,1.31773218E9,1.31773218E9,452.89,452.89,452.89,452.89,73.54,168.2,15.0,163.6,32.55
16976,1,1.30037958E9,1.30037958E9,251.52,251.52,251.52,251.52,0.0,175.2,0.0,76.32,0.0
17919,1,1.31583486E9,1.31583486E9,1304.04,1304.04,1304.04,1304.04,123.3,317.52,0.0,863.22,0.0
14808,8,1.30857438E9,1.32006366E9,2718.6,13.01,667.72,339.83,441.04,884.74,51.1,1100.79,240.93
12395,12,1.2913941E9,1.32180246E9,3018.63,149.97,346.68,251.55,457.97,689.9,99.6,1549.31,221.85
12433,7,1.29120984E9,1.32342492E9,13375.87,19.8,2843.29,1910.84,3080.58,3083.52,513.18,5986.48,712.11
17706,17,1.29180612E9,1.32309204E9,10504.49,20.04,2662.17,617.91,2541.62,3295.93,146.87,3945.39,574.68
17696,8,1.29197466E9,1.32015498E9,2285.71,17.7,402.08,285.71,803.84,510.88,18.9,707.05,245.04
12516,2,1.30787862E9,1.31676918E9,1312.06,583.2,728.86,656.03,100.2,130.68,0.0,1039.58,41.6
13934,1,1.30069674E9,1.30069674E9,922.1,922.1,922.1,922.1,256.45,208.75,0.0,384.0,72.9
15826,3,1.30528344E9,1.3186083E9,1654.31,55.85,878.46,551.44,564.68,204.8,60.0,723.03,101.8
15576,1,1.32023538E9,1.32023538E9,921.37,921.37,921.37,921.37,76.5,405.99,26.25,404.83,7.8
13017,1,1.32284118E9,1.32284118E9,204.0,204.0,204.0,204.0,204.0,0.0,0.0,0.0,0.0
14520,2,1.2983661E9,1.32333756E9,270.6,105.6,165.0,135.3,0.0,0.0,0.0,270.6,0.0
13240,4,1.29189894E9,1.31514528E9,663.65,110.04,224.07,165.91,108.05,218.77,15.3,240.63,80.9
12833,1,1.31091036E9,1.31091036E9,417.38,417.38,417.38,417.38,82.29,130.43,27.04,146.4,31.22
14185,1,1.29484032E9,1.29484032E9,197.65,197.65,197.65,197.65,0.0,0.0,12.75,19.9,165.0
14237,1,1.2912096E9,1.2912096E9,161.0,161.0,161.0,161.0,19.9,73.85,0.0,67.25,0.0
15154,1,1.3169667E9,1.3169667E9,254.28,254.28,254.28,254.28,67.43,85.04,0.0,99.86,1.95
13235,1,1.30513398E9,1.30513398E9,1031.07,1031.07,1031.07,1031.07,320.79,194.03,45.9,379.02,91.33
17860,1,1.29163926E9,1.29163926E9,226.45,226.45,226.45,226.45,34.1,112.35,0.95,77.75,1.3
16710,10,1.29164118E9,1.3218006E9,2467.99,29.4,423.3,246.8,634.07,852.41,32.46,815.35,133.7
13157,4,1.29769218E9,1.319205E9,1741.22,197.82,868.02,435.3,299.76,788.08,60.0,469.18,124.2
14449,4,1.29129894E9,1.32187716E9,885.8,187.33,298.56,221.45,119.66,253.98,31.53,365.18,115.45
17857,23,1.2918945E9,1.32309078E9,26879.04,5.5,5424.0,1168.65,2777.98,1651.32,0.0,22449.74,0.0
17572,4,1.29120786E9,1.31731878E9,226.75,30.75,81.4,56.69,53.1,0.0,0.0,155.95,17.7
14219,1,1.32310218E9,1.32310218E9,89.94,89.94,89.94,89.94,15.0,0.0,0.0,66.78,8.16
17654,1,1.29950382E9,1.29950382E9,117.55,117.55,117.55,117.55,36.45,44.85,0.0,15.8,20.45
15797,4,1.29588402E9,1.31368704E9,2207.4,15.0,1495.2,551.85,842.4,408.0,0.0,957.0,0.0
15601,14,1.29128634E9,1.3224933E9,6776.56,178.4,781.14,484.04,1126.68,2120.02,337.02,2705.37,487.47
12493,2,1.30642158E9,1.30916982E9,433.74,201.24,232.5,216.87,0.0,169.3,0.0,167.39,97.05
13428,1,1.3225764E9,1.3225764E9,201.78,201.78,201.78,201.78,39.62,79.12,11.36,61.7,9.98
14286,3,1.30250976E9,1.32143964E9,4628.75,642.77,2050.08,1542.92,951.24,1223.42,135.48,1922.79,395.82
14271,1,1.30399482E9,1.30399482E9,112.32,112.32,112.32,112.32,0.0,5.04,5.04,87.24,15.0
14929,1,1.32068646E9,1.32068646E9,223.88,223.88,223.88,223.88,47.4,17.4,0.0,148.88,10.2
14199,1,1.30460304E9,1.30460304E9,185.4,185.4,185.4,185.4,0.0,175.2,0.0,10.2,0.0
13358,1,1.30027632E9,1.30027632E9,439.03,439.03,439.03,439.03,43.82,107.85,0.0,266.58,20.78
14687,1,1.31427354E9,1.31427354E9,628.38,628.38,628.38,628.38,313.1,43.72,0.0,261.36,10.2
18200,1,1.3142979E9,1.3142979E9,150.35,150.35,150.35,150.35,28.72,66.58,0.0,42.04,13.01
14304,1,1.3042506E9,1.3042506E9,383.45,383.45,383.45,383.45,113.1,105.8,0.0,145.05,19.5
14496,2,1.2912177E9,1.29655086E9,538.81,234.47,304.34,269.41,327.11,84.0,0.0,92.3,35.4
13090,14,1.29127608E9,1.32274314E9,8910.82,15.0,1833.69,636.49,484.33,2646.42,65.1,5498.37,216.6
17321,2,1.31764164E9,1.32274686E9,657.16,41.25,615.91,328.58,96.5,211.08,14.45,298.12,37.01
16767,11,1.29613548E9,1.32083172E9,5575.56,41.08,1866.02,506.87,966.03,1372.58,161.88,2919.42,155.65
13950,4,1.30217574E9,1.32249144E9,745.06,140.94,280.46,186.27,195.63,71.15,0.0,328.38,149.9
12480,4,1.29441402E9,1.32102312E9,3281.63,557.68,1136.68,820.41,394.42,1312.86,166.8,1129.43,278.12
14643,2,1.29252198E9,1.30875366E9,693.81,335.87,357.94,346.91,208.0,138.87,103.2,148.44,95.3
14565,4,1.2922467E9,1.31521362E9,3099.12,538.8,1167.41,774.78,903.98,354.87,67.8,1516.37,256.1
14504,4,1.29942228E9,1.3193856E9,673.26,130.55,260.92,168.32,155.91,194.0,1.68,284.67,37.0
15489,3,1.30520484E9,1.32151998E9,1134.28,343.38,442.64,378.09,152.4,466.91,0.0,459.02,55.95
15850,2,1.30892496E9,1.32179844E9,234.88,116.16,118.72,117.44,23.42,68.72,17.66,107.09,17.99
13600,1,1.29648762E9,1.29648762E9,219.52,219.52,219.52,219.52,4.95,149.92,0.0,40.8,23.85
16730,3,1.29587766E9,1.31894706E9,743.11,187.02,293.92,247.7,252.04,133.48,15.54,277.25,64.8
15201,5,1.30209852E9,1.31592558E9,1236.54,29.58,303.28,247.31,490.36,157.5,0.0,512.18,76.5
15307,1,1.31522268E9,1.31522268E9,205.3,205.3,205.3,205.3,56.25,54.65,0.0,79.55,14.85
17640,1,1.31599158E9,1.31599158E9,621.66,621.66,621.66,621.66,236.88,0.0,0.0,384.78,0.0
17914,1,1.32317268E9,1.32317268E9,329.36,329.36,329.36,329.36,63.79,144.88,19.61,94.49,6.59
12506,1,1.30337604E9,1.30337604E9,73.5,73.5,73.5,73.5,16.45,11.55,0.0,39.6,5.9
18144,12,1.2912111E9,1.32282996E9,2888.75,134.4,363.4,240.73,1761.75,559.8,15.0,372.5,179.7
16316,8,1.29250956E9,1.31790888E9,2938.91,17.0,806.05,367.36,557.78,1184.14,73.74,1065.17,58.08
15051,3,1.31048454E9,1.32145788E9,1383.36,245.68,759.94,461.12,282.72,394.73,15.8,646.16,43.95
15392,4,1.2923418E9,1.32308286E9,1535.53,304.41,565.66,383.88,308.25,459.57,101.94,647.13,18.64
14050,2,1.31427996E9,1.3207464E9,746.36,260.38,485.98,373.18,197.9,315.78,17.7,180.24,34.74
15374,1,1.31236554E9,1.31236554E9,168.0,168.0,168.0,168.0,168.0,0.0,0.0,0.0,0.0
15703,1,1.30061826E9,1.30061826E9,211.5,211.5,211.5,211.5,107.1,30.6,0.0,73.8,0.0
17505,2,1.30570926E9,1.3095246E9,1145.84,486.99,658.85,572.92,541.11,198.68,30.6,218.15,157.3
16536,1,1.31394204E9,1.31394204E9,548.12,548.12,548.12,548.12,17.34,123.27,0.0,348.41,59.1
15854,12,1.29224082E9,1.32309234E9,2969.12,22.05,446.25,247.43,376.48,1211.57,18.27,847.43,515.37
15527,8,1.2928545E9,1.32187782E9,2428.53,179.09,641.1,303.57,581.16,777.7,46.32,908.3,115.05
18055,10,1.29154632E9,1.3228359E9,6761.34,306.0,1233.01,676.13,2276.63,1657.12,133.68,2325.17,368.74
13332,1,1.3222278E9,1.3222278E9,350.9,350.9,350.9,350.9,62.02,127.98,0.0,127.4,33.5
17859,1,1.29716112E9,1.29716112E9,141.92,141.92,141.92,141.92,18.72,30.54,0.0,91.41,1.25
14075,3,1.3008981E9,1.32307428E9,942.26,307.92,317.56,314.09,275.7,284.84,0.0,305.52,76.2
17443,1,1.30450602E9,1.30450602E9,534.24,534.24,534.24,534.24,0.0,0.0,534.24,0.0,0.0
12638,1,1.32058506E9,1.32058506E9,671.69,671.69,671.69,671.69,109.37,155.04,26.76,359.92,20.6
12541,3,1.29923112E9,1.3209216E9,981.18,223.74,445.04,327.06,60.1,306.45,0.0,572.03,42.6
15944,1,1.29958038E9,1.29958038E9,325.1,325.1,325.1,325.1,53.1,256.2,0.0,15.8,0.0
18078,2,1.30106568E9,1.30469232E9,336.13,138.19,197.94,168.07,178.84,13.1,15.6,85.24,43.35
18067,1,1.31999028E9,1.31999028E9,396.33,396.33,396.33,396.33,113.57,82.15,13.57,109.79,77.25
13127,1,1.31677356E9,1.31677356E9,259.17,259.17,259.17,259.17,64.89,48.35,19.8,126.13,0.0
13101,1,1.30322382E9,1.30322382E9,101.19,101.19,101.19,101.19,9.9,50.94,15.6,24.75,0.0
15655,1,1.3024491E9,1.3024491E9,560.67,560.67,560.67,560.67,231.32,136.05,0.0,175.4,17.9
15787,3,1.31816586E9,1.3211961E9,933.26,86.82,479.1,311.09,175.15,178.97,23.6,440.11,115.43
15994,1,1.31876808E9,1.31876808E9,414.27,414.27,414.27,414.27,132.5,30.95,11.25,217.17,22.4
17263,1,1.30546992E9,1.30546992E9,63.44,63.44,63.44,63.44,15.99,12.5,0.0,34.95,0.0
17038,1,1.3208466E9,1.3208466E9,112.4,112.4,112.4,112.4,30.0,41.05,0.0,41.35,0.0
16723,2,1.31418546E9,1.31557326E9,576.4,165.0,411.4,288.2,83.4,121.94,5.82,177.39,187.85
13296,1,1.31160156E9,1.31160156E9,87.4,87.4,87.4,87.4,34.0,10.5,0.0,32.4,10.5
16055,1,1.30441476E9,1.30441476E9,134.8,134.8,134.8,134.8,47.55,24.95,0.0,31.85,30.45
15992,1,1.3231692E9,1.3231692E9,41.99,41.99,41.99,41.99,13.52,0.0,13.52,14.95,0.0
16954,9,1.29240966E9,1.32342396E9,2085.08,102.0,414.3,231.68,181.2,532.4,0.0,949.38,422.1
12682,31,1.29138474E9,1.3231656E9,12279.82,99.6,835.11,396.12,1631.88,3383.28,157.45,6424.72,682.49
15241,8,1.29897732E9,1.3177191E9,1756.44,66.66,395.33,219.56,292.23,493.2,64.8,811.35,94.86
17611,15,1.29224832E9,1.32283254E9,3961.12,114.88,487.58,264.07,602.88,1335.61,75.32,1621.23,326.08
15768,3,1.3039824E9,1.31349168E9,621.83,124.8,354.35,207.28,74.7,400.25,10.08,126.6,10.2
16678,12,1.29905784E9,1.32326022E9,3109.99,39.0,326.75,259.17,970.73,687.65,48.08,1219.54,183.99
16127,1,1.32006948E9,1.32006948E9,656.25,656.25,656.25,656.25,168.65,128.14,27.9,303.06,28.5
16182,4,1.29802386E9,1.31721618E9,6617.65,825.0,2327.0,1654.41,728.05,23.0,0.0,5827.0,39.6
13092,5,1.29241602E9,1.31738148E9,477.83,38.08,185.45,95.57,52.8,182.77,0.0,220.56,21.7
13476,2,1.29916338E9,1.3080528E9,1238.47,510.87,727.6,619.24,206.8,465.75,0.0,516.32,49.6
17331,1,1.3128045E9,1.3128045E9,175.2,175.2,175.2,175.2,0.0,175.2,0.0,0.0,0.0
13368,2,1.29431712E9,1.30130634E9,623.4,35.4,588.0,311.7,109.2,120.32,10.08,373.6,10.2
15178,1,1.30097952E9,1.30097952E9,40.5,40.5,40.5,40.5,0.0,0.0,0.0,40.5,0.0
17770,5,1.2990729E9,1.30632684E9,1143.27,52.9,603.17,228.65,110.2,249.05,0.0,726.07,57.95
15192,3,1.29190656E9,1.31314926E9,1044.32,306.33,422.99,348.11,284.86,373.92,27.0,289.94,68.6
17082,2,1.29596616E9,1.32059262E9,2003.85,636.94,1366.91,1001.93,384.9,492.5,0.0,1048.39,78.06
16653,2,1.31730348E9,1.32205986E9,1212.66,94.8,1117.86,606.33,180.1,510.56,0.0,471.9,50.1
13815,4,1.29595776E9,1.32153954E9,4027.36,103.2,1965.74,1006.84,289.69,1168.53,41.44,2308.58,219.12
17414,2,1.30753338E9,1.31971758E9,778.0,180.0,598.0,389.0,0.0,360.0,0.0,418.0,0.0
14108,2,1.31470392E9,1.32083526E9,597.91,291.33,306.58,298.96,147.13,130.8,40.08,250.2,29.7
15239,2,1.31668518E9,1.32257604E9,780.59,318.8,461.79,390.29,169.04,171.42,15.0,321.05,104.08
17618,3,1.2921699E9,1.3229994E9,930.28,278.98,346.5,310.09,184.37,150.55,0.0,550.61,44.75
15513,19,1.29120252E9,1.32059016E9,14758.22,5.04,2520.28,776.75,4415.69,4705.49,345.36,3989.74,1301.94
17735,19,1.29171792E9,1.32327642E9,13110.02,228.3,954.0,690.0,2358.42,4300.71,158.54,5233.04,1059.31
16924,3,1.31617764E9,1.32162078E9,829.89,252.54,306.24,276.63,349.85,247.2,25.86,171.76,35.22
17870,12,1.29179592E9,1.32327042E9,1865.89,15.45,372.17,155.49,225.61,657.53,95.75,752.72,134.28
17386,6,1.30917666E9,1.32282528E9,2686.42,3.3,989.08,447.74,127.6,1023.36,0.0,1240.74,294.72
15806,3,1.29957624E9,1.3194669E9,784.58,221.52,300.36,261.53,105.58,429.91,30.24,193.05,25.8
13654,6,1.29984804E9,1.31973264E9,2707.33,99.6,893.46,451.22,394.6,669.64,67.8,1314.39,260.9
13931,2,1.29922818E9,1.31521752E9,1237.53,378.21,859.32,618.76,370.15,155.71,0.0,659.62,52.05
12854,3,1.2959625E9,1.3166937E9,1316.25,389.9,505.88,438.75,536.9,255.04,45.8,397.21,81.3
17365,8,1.29474786E9,1.32239598E9,4767.36,15.3,1126.47,595.92,911.37,1481.76,78.1,1977.14,318.99
17737,2,1.31843052E9,1.32266616E9,168.24,80.85,87.39,84.12,85.5,17.7,0.0,65.04,0.0
